"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
8571,59930,5510.57649,19393.74134,103.6225,866.99345,15.91978,29.37922,17.68325
8573,59931,9311.72655,15846.68814,188.49059,3434.39528,17.36093,40.17966,18.5867
8574,59932,9462.66346,15404.99314,173.21036,2370.3071,19.76438,42.44496,23.99358
8576,59934,5111.15323,18964.9818,116.53356,755.19759,18.41093,26.24427,22.36158
8577,59934,9118.227,15641.88603,99.89269,826.50632,11.53277,26.87595,16.01416
8578,59935,9045.18858,15594.91534,242.32352,1903.39981,5.29338,30.03064,40.48074
8579,59936,5329.25073,18972.76811,150.74524,1005.88572,14.25578,30.36562,31.05716
8580,59936,9477.05899,15462.72633,107.02342,1439.326,7.47405,27.39953,10.83491
8581,59937,9589.53545,15555.13236,171.10775,3273.0843,18.38001,40.52185,16.37444
8582,59938,9224.70189,15476.52509,239.18318,5511.27568,16.53968,45.63371,20.80438
8584,59940,9557.76972,15426.81947,148.19508,1970.67513,25.01454,42.02928,21.26658
8585,59941,9525.81991,15658.13612,247.53657,3180.1496,5.07212,30.16637,25.61678
8586,59942,8913.21657,15758.57399,238.57749,1803.71392,8.18779,25.67725,35.6199
8587,59943,8294.09369,16208.86075,138.36037,1042.75063,26.15272,34.73084,29.09214
8588,59944,8709.43548,16030.79387,233.77262,1734.49138,10.89079,31.69193,43.60729
8589,59947,21852.55119,6510.847,101.50462,662.34252,21.91419,26.90135,20.38124
8590,59954,9972.05152,3536.30529,122.31205,811.09059,15.01552,23.07338,20.19326
8592,59957,19470.37141,16708.42847,163.52912,1397.15407,10.068,24.97665,21.81748
8593,59979,15677.70937,23984.12304,120.52396,816.99223,16.89014,30.42635,25.29484
8594,59979,17809.48975,16232.10112,122.30698,1084.39263,14.82989,25.87743,16.98158
8595,59989,17083.88364,23168.45162,133.17782,901.89527,12.82163,24.29394,22.27718
8596,59997,12449.79516,8607.5356,210.32418,1295.70467,8.50761,31.65964,47.38394
8597,59997,16891.26092,23236.0271,159.89456,1138.08887,19.81796,31.99512,32.30116
8599,60030,13775.16722,8746.62332,203.24433,1318.66932,9.39649,25.33636,35.17776
8600,60038,10454.48508,17118.88133,98.01842,748.47163,17.73799,23.53343,15.11447
8601,60040,24150.69689,20987.40505,107.04647,821.10437,19.02173,26.97102,18.21833
8602,60054,16257.21156,14605.89252,212.91624,1662.42171,8.33677,33.23296,39.77504
8603,60055,16010.69286,14469.3475,123.6897,1018.60433,14.89346,30.88545,21.69169
8604,60057,11749.71754,13302.93277,190.02527,920.73441,19.80684,33.0795,57.04752
8605,60058,17801.96917,13740.62714,158.08089,950.84339,15.16366,29.53335,34.91931
8606,60064,5418.26207,22466.00028,169.5913,1394.05406,13.98766,31.97306,29.55364
8607,60066,4865.44592,22233.64317,188.78463,891.83302,21.40566,29.15017,51.38845
8608,60092,6898.26352,17852.92191,161.32713,1088.4523,15.04294,30.60342,32.87822
8609,60093,6357.85895,21205.38987,175.81552,1329.79405,13.43012,30.46,31.62219
8610,60098,14764.08028,2546.91593,134.73298,1177.83258,20.3065,31.85858,22.65291
8611,60108,16599.2155,14612.69857,151.05932,1405.84546,12.56659,24.55903,18.45997
8612,60117,14588.1038,2363.85986,87.44825,766.05409,16.90028,30.75834,15.56978
8613,60122,4486.80554,21118.88846,137.05144,1004.62759,13.37658,30.63683,26.29635
8616,60126,22705.98469,17082.8279,133.46707,666.88724,23.99116,29.32787,35.87003
8617,60131,18480.65445,18063.31042,133.90311,869.66914,12.1495,24.74566,23.70568
8618,60132,22613.82304,16328.79729,120.99286,818.80152,21.62618,35.15273,29.17956
8619,60145,17266.5037,22419.61994,128.8157,1037.99238,16.87331,33.62299,24.84617
8620,60148,19909.77571,13490.42576,170.71164,1276.72853,18.19632,29.68231,30.37
8621,60149,8147.91191,6644.56911,87.18588,593.13312,16.98828,25.97192,16.95294
8622,60151,22631.49099,17206.54213,149.21307,1100.35838,13.09034,24.27939,22.60501
8623,60152,8097.99007,6808.19907,120.62994,1326.38854,17.84471,25.63487,13.56556
8624,60154,15894.22541,15615.86032,121.13982,804.80675,16.86291,27.8664,23.83815
8625,60157,17616.00531,7959.60837,117.69956,806.55506,17.86414,32.7744,26.34267
8626,60159,19823.85619,19735.10941,123.06866,721.21305,18.4741,28.93652,28.28269
8627,60164,17591.32467,7953.12837,129.6164,997.92576,15.01443,31.98633,24.90111
8628,60165,20508.74451,19582.65435,106.55256,810.97631,18.96659,28.32287,19.13634
8629,60169,17101.20775,8256.40274,103.39044,734.28515,15.24491,27.10533,19.18483
8630,60172,14242.38472,19962.55536,148.1252,935.26796,14.10133,25.06444,26.89432
8631,60187,15279.30806,14131.75993,83.86153,859.77144,14.49501,30.1539,12.78074
8632,60188,15150.71036,14233.85012,116.06989,735.78073,18.56402,27.87553,24.09657
8633,60199,14403.11591,18616.42823,230.38593,1675.86615,7.23662,26.03991,36.28265
8634,60210,9831.00113,1336.83415,108.9914,843.02607,22.07674,26.7405,18.18545
8635,60234,10596.17922,18811.59559,137.82096,884.31804,14.90725,31.15584,30.58419
8636,60240,16007.82726,6531.80583,128.05312,1061.67119,17.16103,29.1175,20.98834
8637,60246,18043.66452,10826.24168,145.93403,1085.09512,12.83761,31.70128,28.29259
8638,60250,21816.45687,6533.64252,88.7922,618.30655,18.8537,23.72802,15.47351
8640,60281,5370.97203,22290.00447,117.65539,937.16966,21.71368,32.62535,22.64093
8641,60323,21211.35839,1534.67048,100.70117,613.98337,19.26436,25.06196,20.2522
8642,60327,3789.12241,8817.48253,145.07273,1007.57097,12.09772,27.40879,26.1952
8643,60343,18611.79005,13834.64239,155.16274,2036.38408,20.041,29.44364,16.05023
8644,60344,18616.27093,14051.44434,197.49306,3416.80754,5.09836,39.83084,20.2335
8647,60390,11749.10855,9697.05102,141.29502,1290.87414,19.13586,27.85555,19.92972
8648,60391,11778.68481,9851.96781,110.88193,722.52796,21.4369,37.24979,29.80285
8649,60398,14744.98648,1077.38212,124.39778,1166.88328,23.15377,32.16936,19.95846
8650,60412,14749.26854,2540.75214,122.71455,1185.2611,12.92728,21.10107,13.08834
8651,60424,14728.36838,2552.81259,113.61003,946.21973,12.13957,29.28869,19.04331
8652,60425,1530.4779,18051.73279,94.29534,677.28179,15.45975,26.41153,17.28844
8653,60431,13024.16516,19774.53026,118.83,1087.36031,17.63787,32.84436,20.07312
8654,60433,13145.72664,19587.83988,140.14996,1033.85555,23.01274,31.14263,27.0627
8656,60446,14734.50458,2532.57988,130.50485,1071.81942,11.39111,22.01098,16.63905
8657,60455,14781.74093,2285.82162,115.4921,1004.00648,8.88848,21.04508,13.73433
8658,60476,5517.01771,18772.08269,173.0697,1077.37151,14.74851,29.78991,36.93695
8659,60483,19059.56102,877.69789,108.84607,612.6136,22.39297,28.26755,26.0265
8660,60484,19084.3001,939.14561,171.96052,1137.39433,9.11814,24.61973,28.84692
8661,60488,13574.71186,8760.24541,133.56742,1158.09678,11.16931,26.73612,19.23475
8662,60503,20078.23087,7340.42831,181.86262,1101.42968,13.59513,26.78334,35.8355
8663,60507,10675.04,9384.39404,124.95075,851.85114,13.43846,23.3535,20.23503
8664,60509,5140.94883,3828.32358,118.59294,1356.34398,16.76638,26.52824,13.29264
8665,60510,5179.61108,3847.95202,130.78794,1284.29049,20.05896,29.73059,18.49593
8667,60513,23739.50992,19842.81109,112.24375,677.89844,20.43716,26.89989,23.76959
8668,60518,21984.16206,20163.40033,144.1896,2911.69176,27.35141,37.65189,12.49014
8669,60519,21473.55366,20356.42307,191.48762,2126.6336,2.37085,25.2029,19.67578
8670,60520,21906.62791,19758.4213,167.79658,2508.83743,5.72083,28.16981,14.56983
8671,60521,22084.35036,20025.46437,207.36169,1644.00544,24.91914,35.34072,40.57657
8672,60522,22153.85573,20122.23063,215.48127,2414.87367,15.62281,39.67877,33.46245
8674,60524,21990.21359,19647.07464,122.77948,2747.02672,12.21771,28.09759,7.67657
8675,60525,14485.08493,12912.74011,153.28988,1000.72485,11.34505,23.85104,25.60715
8676,60525,21924.69172,19944.33874,161.88266,1986.01195,23.69754,42.18645,24.98067
8677,60534,14412.55249,11937.15023,122.61369,828.49799,14.97357,26.10304,22.2776
8678,60543,20808.30088,21571.06403,169.4734,1135.20335,11.58633,26.71156,30.38528
8679,60551,9627.12125,18412.58194,131.81299,1005.60262,13.01531,23.41924,19.04067
8680,60552,21150.30141,20728.61574,132.13887,931.38294,12.90056,26.10777,22.76955
8681,60555,9835.32835,18442.20772,246.92522,1842.03226,6.043,30.87955,44.54274
8682,60565,13331.7958,5844.53509,94.19031,1388.8939,14.71904,25.59388,8.54223
8683,60566,13273.66399,5840.09675,119.14554,824.23596,16.00291,24.45752,20.02401
8684,60575,12358.50469,18053.73141,118.1816,2454.65452,21.60761,32.21284,8.97102
8685,60582,14256.42925,16409.01468,157.17947,1007.66877,17.44444,25.72102,28.60726
8686,60605,20938.24686,21338.70762,111.65285,1357.23147,17.19748,30.22415,13.44835
8687,60606,21432.08338,21376.49241,183.77841,1791.58286,13.77193,28.72499,24.30049
8688,60607,21352.2935,21288.7452,123.48024,2831.25174,32.60151,40.83599,10.4607
8689,60623,2399.10108,6464.67535,186.58873,1269.15164,12.0996,30.73091,37.36899
8690,60624,2832.99449,6358.06994,183.40502,1121.53906,10.02282,26.33592,35.2002
8691,60631,13801.7501,3444.59026,98.80456,691.09776,15.95385,26.99387,18.7343
8692,60649,10681.03552,11431.70953,161.82951,1604.208,21.39115,33.31794,24.54379
8694,60658,20004.1846,17470.71253,169.98293,1767.75277,8.92135,29.40923,21.75092
8695,60659,19868.283,17471.45046,155.80459,1306.43285,14.87482,30.68038,25.8318
8696,60667,11225.83831,17857.52429,108.01231,1101.4342,27.15723,31.92591,16.30388
8698,60698,9477.37978,23999.81311,130.69816,1158.36442,13.61351,21.366,15.09552
8699,60698,14567.59688,19341.50913,205.3879,3419.98934,10.25209,32.74866,18.09651
8700,60699,9478.24551,23911.26939,150.97589,1321.96637,10.05363,29.9617,23.55247
8701,60704,14773.77511,1554.61267,175.13368,1054.20999,17.23452,35.73774,46.05095
8702,60708,6876.0596,19380.74519,166.63505,1016.96769,13.6556,27.82757,34.0861
8703,60717,17938.1294,16964.44827,101.43667,858.26898,15.36054,25.99935,15.38755
8704,60718,9267.11211,8638.16814,162.52312,1234.01084,12.71061,32.22431,30.97569
8705,60736,3820.81954,21168.00577,120.38011,714.80002,20.02073,27.19767,25.8497
8707,60743,14332.59974,17881.9024,116.17494,3403.15732,13.85536,33.53433,6.65733
8708,60745,14991.19996,22413.89424,175.45596,1418.95814,11.99303,26.2351,25.65286
8709,60752,15029.84166,12153.81178,218.88209,1605.48966,10.62119,30.99559,40.57168
8710,60753,19055.58389,7904.0637,91.35858,860.49998,13.59598,24.71659,12.30772
8711,60763,14710.46364,2598.21747,106.69036,799.60841,18.61694,29.41361,20.1401
8712,60764,9960.85029,15473.03854,114.32398,838.58349,11.11674,25.12881,18.77023
8713,60767,14285.0861,13052.72502,124.41098,819.47884,18.28356,27.37845,24.1695
8714,60767,14608.82097,2538.77738,182.91278,1182.15421,13.94208,30.40501,38.18845
8715,60770,14687.0665,2483.39678,108.91886,690.89479,13.60569,23.59949,19.60055
8716,60773,6143.58523,7092.49699,148.1847,1181.26528,14.48819,28.92571,24.55561
8717,60777,13978.19943,15306.71323,221.13524,4264.4352,11.87738,45.76425,23.07819
8718,60778,14192.79952,15494.2521,161.31171,2498.18973,9.65,32.96372,15.7179
8720,60780,13870.38214,15762.69037,198.59194,3997.14235,20.06343,45.12983,19.76176
8721,60781,14321.87881,15684.5656,207.59824,5298.64426,16.68051,46.35393,16.74695
8722,60782,14205.48328,15660.10221,198.93768,2476.56622,1.55026,30.46648,21.77231
8723,60783,13849.28085,16001.5057,201.27412,5113.4177,18.77011,46.80944,16.50281
8724,60784,13847.51078,15794.8378,160.53943,2978.58765,17.85739,39.97662,15.73448
8725,60785,14161.94253,15993.08772,112.18806,1719.09201,22.24049,33.25411,11.80478
8727,60787,14195.87628,16639.16872,159.78639,6721.31201,10.74748,49.17147,8.63021
8728,60788,14218.41942,16450.29567,112.68787,1348.06196,10.38023,31.86555,14.43605
8729,60789,14158.17645,16554.5778,185.34676,4715.41734,29.47702,48.35565,15.76184
8730,60790,13738.3127,16602.73931,139.30236,1460.38468,8.5097,25.86291,16.11368
8731,60791,13887.64609,16867.59615,118.03794,2688.27649,8.2789,34.76542,8.78844
8732,60792,13906.4727,16830.55065,187.22234,3766.49561,29.25945,46.10976,19.11829
8733,60793,14113.53253,16734.79004,213.6764,6770.90638,29.26034,60.89742,18.075
8734,60794,14147.28683,16568.06326,127.26194,1558.44215,5.56067,33.01944,16.1058
8735,60795,14013.00354,16557.65185,129.93512,1029.28246,8.85075,27.03299,20.71565
8736,60796,14249.63515,16288.67881,146.63914,2912.6271,17.30398,29.35498,10.28756
8737,60797,14031.57371,16085.52498,208.90036,4112.10486,23.78886,41.7697,19.65571
8738,60798,14185.17044,15919.49257,154.17655,3257.93158,30.43811,47.98502,15.89557
8740,60800,13957.61964,16526.72999,186.46045,4300.11687,40.36698,50.48137,18.17325
8741,60801,13851.19114,16132.29423,193.39349,2452.829,15.35582,42.10003,28.37258
8742,60802,13989.91188,15733.26191,194.85679,2969.20201,15.7519,39.34095,22.35878
8743,60815,17720.0609,19038.46933,220.07968,1610.02997,3.63183,25.17065,33.46809
8744,60830,8128.41866,23049.07797,114.2517,832.03835,15.68451,30.91447,22.92102
8745,60834,20287.38017,19575.26847,104.4127,1020.74869,18.73082,29.9563,15.59258
8746,60835,20258.69378,19403.21591,206.73071,1346.61989,10.60234,29.44362,41.13333
8747,60841,20532.60847,19917.29202,108.12603,1031.15049,7.98452,20.93402,11.91944
8748,60842,20537.39501,20000.5983,92.03248,683.77559,17.91431,26.35939,16.4143
8749,60847,10201.50176,18357.72116,196.35951,1250.35682,12.35246,29.27838,39.88283
8750,60855,19576.9259,19014.80121,117.92608,661.14745,19.39263,31.8306,31.22629
8751,60869,13403.38228,17336.89916,135.2002,983.16688,11.86469,22.78801,19.86095
8752,60869,19434.82959,18957.44768,131.92153,1292.65895,15.60147,32.64886,20.38007
8753,60885,19488.08316,19014.4877,93.80141,739.64666,17.93539,29.69416,17.53992
8754,60891,11965.42153,19424.69377,131.05232,759.62302,20.88859,28.1425,29.35444
8755,60891,13127.11115,17478.22279,191.36719,1222.56936,15.46268,34.01565,44.89829
8756,60891,19552.07287,19004.89838,124.86743,968.44767,17.46218,28.57316,21.5387
8757,60894,12179.61589,19567.58311,129.30647,940.08203,13.63496,26.9657,22.36386
8758,60900,12186.58551,10721.40841,97.34505,1123.78002,15.36874,32.77478,13.69051
8759,60904,11865.23401,18110.63552,128.43913,911.61179,11.10195,22.93909,19.59282
8760,60914,9836.14875,18348.15363,90.54105,765.85734,20.76688,28.38734,15.33305
8761,60914,13408.81238,16389.83753,135.51623,684.23103,20.18081,33.15989,40.50787
8762,60919,20319.17446,3375.05216,127.87087,1853.62547,17.33783,34.98295,14.50066
8763,60921,18231.4942,23299.44426,115.89628,1107.9405,19.1639,31.68216,18.22582
8764,60934,8062.72288,21817.59394,233.12451,1761.64231,3.77546,28.98154,39.17402
8765,60947,18018.70421,17172.49965,102.6065,1142.86256,14.07394,26.64224,12.22446
8766,60950,2603.53659,10108.2406,167.69044,1147.19704,9.21511,25.34109,28.04931
8767,60960,20404.4058,13402.68947,114.10796,747.83585,20.14442,27.3033,22.56609
8768,60965,19872.24441,13756.90232,118.81305,1147.08403,20.15037,33.87245,19.6139
8769,60966,17438.25155,12364.93224,160.17318,1080.23467,11.30853,27.6563,29.66329
8770,60966,19870.03875,13967.81925,86.6621,768.57968,16.28776,27.16736,13.65715
8771,60999,23183.57156,13354.70425,213.36067,1397.36633,7.96704,24.48374,35.28659
8772,61019,7687.18868,4009.81047,149.70931,1725.23767,17.29057,27.1923,16.38608
8773,61045,15439.28729,21822.16525,196.10153,1635.83818,5.8189,27.75492,29.04743
8774,61079,14502.8461,2079.66217,100.32668,841.50819,11.7896,22.60245,13.57812
8775,61093,14745.70869,2393.08247,127.7165,866.96885,12.8078,24.88275,21.94142
8776,61096,5499.72072,21886.63997,113.4287,740.38717,14.14665,23.24208,19.41883
8777,61106,19348.79127,18359.08351,111.05205,1305.9983,9.57134,23.96396,11.24487
8778,61108,18076.76179,5079.86016,198.62471,1300.77799,10.03534,24.53016,33.09101
8779,61116,9262.82375,16464.54613,180.36744,1169.81077,12.08519,26.83989,33.32812
8780,61118,18064.85955,14818.80289,109.76741,510.48487,24.76351,28.35206,31.65556
8781,61128,24036.03235,19021.31052,126.11965,913.61051,16.5418,32.4843,26.20641
8782,61130,16831.96203,10846.38527,209.27892,1660.14321,5.60879,23.53713,27.70562
8784,61144,17921.19107,14322.93389,132.11235,1117.39324,16.0236,30.17906,21.858
8785,61150,5227.65542,20963.36643,182.42132,1160.41424,12.49172,27.10886,34.64773
8786,61151,16341.40003,15784.4361,103.97385,1971.37527,25.25785,41.24704,11.04433
8787,61165,6541.16791,17185.28563,100.83548,573.99461,20.69353,29.4088,25.1689
8788,61166,24148.51757,19699.15551,249.0632,2107.81392,0.0,25.92999,33.52813
8789,61167,7769.58128,6764.6492,132.32249,1028.00606,13.31018,24.71652,19.72508
8790,61171,19442.70615,18376.40874,171.73768,1211.96386,11.93149,29.13914,31.75322
8791,61179,6157.78064,17878.27529,107.10257,895.45958,12.50009,24.72599,15.50436
8792,61200,17571.12494,13678.83644,116.88194,645.40549,21.44746,30.46422,30.16684
8793,61221,5082.9504,2552.72549,78.39972,561.36415,16.6666,22.8379,13.40147
8794,61236,16786.04269,11068.71066,156.99559,1322.52802,12.90842,26.60823,22.63383
8795,61246,22637.26608,15826.18352,161.99171,1273.53006,17.87144,34.67297,32.02818
8796,61256,8738.59393,21463.86112,125.94689,938.24229,13.22127,28.8021,22.72789
8797,61258,16504.48452,9534.14413,76.8648,639.16244,16.95683,25.11869,12.50418
8798,61264,14800.8522,2348.57406,107.63493,1022.27638,10.75674,23.08434,12.97835
8799,61271,8860.50052,21263.66057,116.0446,858.26202,14.15883,27.59235,20.55191
8800,61282,15202.97867,11805.40181,90.74928,537.76719,22.03075,29.97137,22.76821
8801,61290,23127.96787,19407.75213,122.64803,1084.19483,13.59293,20.91806,14.1061
8802,61300,10535.39294,6625.06412,113.49914,836.48424,14.38322,26.5402,19.53774
8803,61303,10359.39966,6542.36684,160.50925,916.03528,18.05372,27.85861,35.23621
8804,61304,10380.08327,6582.75475,144.22056,1590.75175,22.45588,35.0388,20.96229
8805,61306,10137.82245,6835.25923,96.8745,1069.50269,12.03563,25.40923,11.33069
8806,61307,7808.69471,11511.0221,161.62467,1220.37998,10.24247,30.80479,29.68054
8807,61307,10331.04284,7117.0439,194.16416,1488.09899,11.93143,31.89462,35.73301
8808,61308,10226.57645,7074.73813,167.3652,1490.81175,11.42716,27.33888,23.27562
8809,61313,12726.56006,20285.80426,176.82464,1622.38666,19.54098,38.09813,32.62483
8811,61321,25394.25792,10673.5707,104.19737,1282.79958,15.14188,24.65656,10.52224
8812,61322,8099.65394,10417.48745,118.23732,1031.87664,9.08686,23.1153,15.1465
8813,61327,8160.54143,10831.11121,139.40222,878.51462,18.70659,29.00276,29.35488
8814,61333,8395.02042,10201.86063,123.05051,834.43399,14.14338,27.40297,23.30289
8816,61342,14690.24099,16674.94763,119.89574,904.79897,19.53923,35.88082,26.54276
8817,61354,13326.03759,16811.01814,129.77209,733.95622,28.67524,31.25846,32.97179
8818,61358,10645.51211,8676.38575,108.81701,1082.98554,20.04548,31.69958,16.67784
8819,61358,13295.29848,17414.98982,116.56633,621.30667,22.6408,28.88967,29.61752
8820,61360,10852.93116,8873.34967,143.16209,1322.62683,15.67627,27.36992,19.61609
8821,61377,7815.74483,11799.13331,101.15107,868.45857,14.56674,24.51662,14.36335
8822,61405,4039.99318,14690.4537,167.85472,1615.26659,7.81469,23.23964,18.63477
8823,61412,17493.70338,14566.27094,126.79336,739.74212,23.53515,37.92643,37.80133
8824,61414,17768.57808,14555.4618,221.84586,2702.02216,9.77195,34.65864,27.80809
8826,61416,17923.27264,14787.54608,160.87874,1142.80631,14.53286,30.40385,30.98702
8827,61428,14413.18867,15930.16497,156.36505,1407.59382,13.44793,28.85535,22.82089
8828,61441,14369.95758,16061.57694,112.05003,860.18887,13.07119,22.88362,16.2438
8829,61444,14299.02457,15973.18603,86.34475,753.34492,17.05402,24.05916,12.41903
