"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty_xy [nm]"
8214,58303,6139.21194,5110.38771,160.08073,1433.26499,12.20284,29.19737,23.68389
8215,58307,18961.10667,15830.47923,171.50008,1107.46653,16.73591,32.22111,38.11808
8216,58313,18370.85727,17071.66303,132.45574,899.59646,9.56329,21.48511,19.74983
8217,58316,17918.55885,16884.42793,172.01028,1122.82655,11.83021,28.53694,33.64181
8218,58317,15783.42093,17198.41181,134.50832,1595.71698,19.0496,31.87275,16.83527
8219,58317,17892.36888,17021.88192,121.87463,962.79369,16.86927,25.08311,18.37918
8220,58319,9423.39191,22240.5414,144.33137,1017.16945,20.24394,29.86537,27.89324
8221,58319,15821.99225,17235.32374,131.72536,1003.1262,15.71018,25.38596,20.53253
8222,58320,21368.55762,571.46055,127.8269,1186.96073,10.50579,26.55871,17.25293
8223,58322,21201.64904,597.04757,89.11964,957.84502,10.92987,23.71521,10.31828
8224,58323,15921.47649,17329.88176,91.43022,802.9295,11.28832,26.61177,14.05103
8225,58331,12457.74264,21263.7305,158.67361,1086.94822,10.33032,23.52241,24.86912
8226,58332,12264.17199,21421.84635,189.718,1287.09272,12.33415,29.78473,36.91068
8227,58342,16145.62106,17243.14505,152.06165,1771.52339,16.01913,31.48522,18.82391
8228,58346,16907.09223,21956.85277,102.47952,866.53911,20.41334,27.38211,16.26684
8229,58355,16559.51717,21839.41067,136.50124,1354.01273,14.17015,29.51124,18.8602
8230,58356,12201.54754,19217.11794,135.85243,945.37885,16.55316,27.43003,24.7243
8231,58358,14634.89086,2278.57424,128.2009,1005.89095,20.42271,29.75506,22.61809
8232,58360,16563.57061,22016.84324,117.05011,1022.35396,15.46877,30.03663,19.07531
8233,58368,16185.5815,20368.42288,166.99115,900.09687,17.99143,25.99449,36.13027
8234,58376,10347.14037,11314.49153,246.02998,1824.00438,5.27759,24.65574,35.94989
8235,58379,13399.96062,16413.45098,173.40521,1472.07103,14.52311,29.87699,27.38496
8236,58380,13604.31538,16110.5485,168.3692,956.03896,25.51675,42.24251,55.44142
8237,58381,13213.31172,15807.75831,208.459,1385.39946,20.2998,35.91322,49.30439
8238,58385,16738.13777,14327.69502,105.84193,688.73501,18.96729,29.91687,23.32217
8240,58388,6291.15446,17543.54616,164.02325,1165.40775,8.66375,23.96207,25.15082
8241,58390,8574.01357,17179.43461,168.39741,2031.44884,15.05263,37.53519,23.523
8242,58391,14822.18809,18196.21948,106.88118,610.12072,21.53361,34.49539,30.59934
8243,58393,13317.56758,16215.77959,150.83537,991.44307,11.46347,24.49403,25.71529
8244,58401,22372.19673,17689.62986,145.01793,913.83756,18.8124,29.7713,31.15245
8245,58403,13362.25917,943.43099,235.72115,1739.37104,17.34673,34.69991,48.26931
8246,58404,13418.74696,15983.59092,197.64095,1383.80092,12.95592,33.16428,41.23451
8247,58405,13112.9629,16247.43624,104.37857,1069.92598,19.28554,26.42295,13.29734
8249,58412,14582.87228,1419.14055,111.36389,862.52468,16.46524,30.47011,20.86275
8250,58416,14245.77266,2821.82481,124.30267,1018.65701,7.29008,22.28041,16.19683
8251,58421,13909.70274,7998.19857,81.22276,607.83623,22.98439,26.6814,15.11346
8252,58443,4426.13577,9740.81747,98.84883,490.01962,24.61746,29.38655,28.34453
8253,58445,4472.40226,9596.03212,105.45364,804.11405,17.40612,31.50451,20.93122
8255,58451,7968.5164,10611.12985,108.70454,822.30276,14.1632,25.50261,17.74932
8256,58453,11445.20916,5006.20309,107.81556,884.27528,14.5036,21.12558,13.79755
8257,58453,13244.01227,11872.24375,107.4847,749.77479,12.74154,19.46936,14.91711
8259,58458,15443.36751,20657.60609,143.73506,1088.0708,9.9986,22.80068,20.14015
8260,58469,17618.55216,13671.83491,197.6131,1329.50142,17.92371,32.16119,41.62232
8261,58475,20581.68579,16954.50935,122.08083,889.74888,12.69913,22.85929,18.26319
8262,58476,20445.61792,16844.5255,138.16479,1348.66604,15.75146,30.90802,20.20961
8263,58489,22930.75393,15737.69969,134.75282,1443.82602,17.20057,25.48814,15.14635
8264,58490,21194.80803,16768.27224,114.70069,846.43929,15.81652,26.61113,19.72777
8265,58494,21062.92003,16863.07637,109.26971,783.70675,13.08147,23.82338,17.6222
8266,58506,13708.53757,19110.05279,211.24499,1555.28657,6.05737,27.3591,34.67365
8267,58507,16147.28397,21167.79335,109.81706,721.20314,14.69606,27.54182,22.01816
8268,58508,12394.63517,17996.46118,92.4101,940.96613,13.8487,26.40679,12.22345
8269,58508,13887.89095,19980.57989,226.09013,1521.85178,12.95615,31.92635,46.84775
8270,58511,5671.90321,21976.25117,105.2184,709.05773,18.13197,25.67424,19.45356
8271,58517,22764.92689,16020.98364,110.78784,589.8844,22.36218,31.40023,30.80638
8272,58520,13806.13245,7806.3958,146.71443,1023.00983,14.57855,24.51543,23.7276
8273,58524,5167.92903,20777.44941,180.66153,1259.2559,7.8227,24.44316,28.46607
8274,58540,18498.08171,17897.71423,208.38185,1287.61485,20.48354,34.09891,50.35036
8275,58549,16278.10841,21209.22369,167.90264,943.62161,14.55933,30.26504,40.34754
8276,58550,21436.47841,17535.71189,152.86991,927.22877,17.1844,30.54968,34.72854
8277,58551,18389.23361,10031.72664,135.42633,681.22883,21.68074,30.61526,37.61098
8278,58552,7593.66504,4123.17424,163.8998,1216.31987,7.72538,24.14398,24.26888
8279,58552,18229.11843,3781.73929,73.11856,489.53595,28.36166,35.54289,20.52089
8280,58557,11028.54678,13572.24306,154.99257,1084.98337,9.77592,24.92673,25.18644
8281,58578,15895.56763,21221.37588,102.11297,859.87925,10.76342,20.73574,12.71449
8282,58579,14922.4713,10845.23407,131.46999,1718.17705,9.59061,25.23682,12.18988
8283,58580,5010.68893,2367.93991,160.98736,1893.97197,14.13683,29.11062,18.22224
8284,58582,5386.98014,2657.91234,229.35014,1911.33577,0.0,27.09172,32.85016
8285,58584,16047.66093,20779.7133,131.65359,1004.71801,14.17298,26.18676,21.08024
8286,58588,2647.48673,6715.78807,98.44333,566.87389,21.75408,31.64248,26.19304
8288,58593,20679.47084,16799.38209,139.16701,871.24397,19.33556,25.32965,25.94821
8289,58594,10150.70761,18955.8278,163.91087,1150.03816,9.34093,25.52776,27.00405
8290,58607,15195.86586,11450.13483,120.0513,899.91337,18.93401,26.96418,20.41323
8291,58609,16171.60896,20817.85958,100.56217,703.68935,18.37813,25.82712,18.2208
8292,58624,13847.71954,16001.71749,110.89915,1210.29842,15.28406,29.08302,14.31668
8294,58658,12881.07481,13063.67059,85.35041,552.77494,21.66263,27.55135,18.48783
8296,58666,4155.07145,7046.79859,155.80736,892.59724,14.76717,26.54348,32.64096
8297,58667,23681.34054,19241.91178,232.91165,1376.01899,16.61399,32.63868,56.00292
8298,58668,545.73061,5705.40606,138.95887,779.07453,17.58475,26.64979,30.2734
8299,58673,19277.46457,14637.97214,135.49438,1039.74081,9.74706,22.9559,19.0262
8302,58686,9826.98921,12828.54324,115.54007,694.16306,21.25153,27.63814,25.08832
8303,58693,22176.68928,20544.26774,171.78384,1126.11341,10.54121,28.16507,33.04448
8304,58696,19758.27205,18074.13332,220.54591,1560.76401,6.85307,30.03596,41.05749
8306,58722,24261.13597,13337.63014,188.77555,1430.81965,7.3202,28.91801,32.03636
8307,58727,18875.46487,16831.81148,178.48276,1599.64642,13.49872,34.25257,30.38409
8308,58728,10820.52518,12686.27192,132.21634,1026.11091,12.97563,25.97528,20.65959
8309,58735,10750.16337,13001.42074,131.92221,786.18412,18.56248,30.18803,30.72195
8310,58740,10133.63894,12537.83595,178.93874,1003.92455,17.58558,30.52967,43.18862
8311,58755,9392.32676,18995.5573,114.87061,887.54769,13.93048,25.93095,18.45074
8312,58756,9336.19138,18995.4672,142.68858,1004.06273,12.09188,24.44992,22.90387
8313,58757,9422.32862,19062.81849,85.37172,676.7866,20.17821,29.75107,16.34308
8315,58764,16274.53569,14251.90035,124.54368,744.74846,16.09517,25.3133,24.68143
8316,58764,17526.81064,18901.78928,75.31157,526.93168,22.917,25.28647,14.6214
8317,58765,15459.09522,18380.0597,142.13192,849.83803,15.60107,27.6166,29.99202
8318,58769,15253.77717,14169.44593,100.43506,1024.5037,16.81637,26.56978,13.04028
8319,58769,17246.9654,18856.05283,87.16619,629.81978,18.84704,30.12687,18.34359
8320,58770,15301.93103,14161.90375,188.39518,1101.65384,12.26785,27.43354,39.20109
8321,58773,16954.24615,18988.81855,103.66945,1079.59188,17.60318,29.22772,14.27222
8322,58774,17171.73107,18610.09052,106.78146,1063.35815,8.11724,28.03425,14.67144
8323,58777,11112.15896,5407.07744,108.05543,946.23078,15.963,25.74041,15.49115
8324,58778,11114.55464,5689.51495,190.17184,1497.01249,9.2832,30.64576,32.85868
8325,58778,14656.68224,2396.78371,107.38125,803.60088,14.96522,27.12618,18.80082
8326,58779,11247.88547,6192.58293,82.01698,683.89769,30.49289,31.65024,16.0371
8327,58780,11173.24713,5335.30979,132.01295,1578.2644,12.1146,25.19059,13.2806
8328,58781,6847.17534,5014.93022,110.7267,1027.47865,17.13787,27.71044,15.97734
8329,58788,1148.70457,9672.33167,125.1425,837.50058,14.90717,23.25747,20.54612
8330,58792,14671.94585,2387.69167,121.70655,1010.48148,9.79176,22.88198,16.10647
8331,58800,18777.10473,18451.59112,88.19968,1074.26874,17.67153,30.27595,11.27753
8332,58801,18679.23961,18472.2177,92.44865,1057.21546,18.32604,25.21022,10.53064
8333,58804,1565.74971,12533.99535,201.93645,1306.00431,16.61931,36.32381,49.7162
8334,58818,10137.38702,17518.99113,211.9891,1425.89913,22.71043,29.71355,41.16121
8335,58823,9342.11967,17982.88296,136.03937,1004.18514,17.33968,27.28689,23.26167
8336,58827,11226.56867,18024.33946,199.04674,2338.20049,8.21522,38.00999,28.46692
8337,58828,24066.66265,13438.47024,139.80547,892.54136,12.27114,26.5953,26.76288
8338,58831,819.47862,12914.94428,116.5762,923.81541,11.03885,20.75829,14.91134
8339,58839,19272.21723,18314.08351,100.28518,817.68888,18.21965,25.48084,15.51756
8340,58843,2323.63216,18500.98795,191.08629,1293.89606,8.43289,20.93872,26.63964
8341,58843,19315.29289,18372.88431,125.76746,1017.38536,11.97267,21.75506,16.20434
8342,58843,24713.70083,21855.7931,98.45843,845.9714,16.00123,24.80246,14.2136
8343,58847,23123.85897,13732.11541,164.27589,1084.03048,11.00063,24.20153,27.30997
8344,58849,8920.63457,2866.09184,247.39263,1829.6984,7.40028,30.54669,44.53179
8345,58850,12379.38019,21211.43947,241.98655,1586.05187,15.07611,32.99207,52.95836
8346,58851,19277.4056,18324.77997,143.64007,1484.16951,5.466,30.6479,19.62036
8347,58852,13758.81634,12579.76281,188.08674,1570.99246,14.14004,25.49674,25.77147
8348,58853,12101.5315,19308.15325,245.6018,2823.87159,1.72648,32.60664,30.52859
8349,58853,19298.9742,18318.52469,110.47552,776.6495,18.98951,29.91288,22.38036
8350,58854,12309.94269,19166.06429,187.87721,1146.79844,12.90185,26.59094,36.38295
8351,58855,12459.22807,19843.61193,133.99209,1536.22488,18.32218,31.22911,17.01699
8352,58856,12334.12406,19907.20937,140.23655,833.84647,17.31141,28.06421,30.26692
8353,58858,25189.17875,21949.76827,120.86928,787.97119,16.09455,22.17373,19.60095
8354,58862,13804.00312,19836.9452,141.43077,1570.04247,14.62138,33.09369,19.40803
8355,58864,14615.37975,2368.85779,103.72318,987.86254,13.62461,27.02455,14.48038
8356,58868,7302.753,4061.8374,193.74199,1354.611,11.68735,33.05139,40.4021
8357,58878,13730.52719,7563.05453,119.47264,916.82836,11.17007,29.78783,21.81694
8358,58889,13375.26954,3692.66216,196.50794,1569.9126,8.53475,25.95529,28.48253
8359,58892,15580.16113,21716.53981,193.39591,1570.32317,12.25599,31.21038,32.94463
8360,58898,16496.23663,10634.56525,71.63474,488.22608,25.91331,32.7823,18.45669
8361,58899,12923.85936,4099.13399,154.08541,1264.5113,13.37805,26.4746,22.72847
8362,58907,12798.27222,2237.67215,159.40804,842.00345,19.35883,35.19702,47.39783
8363,58909,8752.11012,16927.1522,195.19231,1540.18272,17.77285,32.54408,35.58048
8364,58910,14976.98587,15080.28645,158.43143,975.85947,14.94826,27.8244,32.28403
8365,58912,15209.32707,15413.67539,82.06488,443.67546,25.32247,30.92756,23.88471
8366,58913,9199.3475,16784.9409,120.16917,1277.5228,18.40625,24.11527,13.22347
8367,58929,13040.2417,738.88227,129.36953,825.94654,18.55889,29.32779,27.47929
8368,58931,13019.76646,1313.71961,90.4814,532.36412,21.38235,27.6172,21.18614
8369,58931,14611.92607,2376.27733,147.49205,977.53225,15.8957,26.77839,27.20819
8371,58973,8940.1218,13218.47643,237.09235,2026.22927,15.62712,36.59978,44.22223
8372,58994,15963.95485,12937.18178,151.6711,1102.82819,13.19703,25.06275,23.94232
8373,59030,11808.11993,12949.0373,96.39999,791.54844,16.27171,31.11845,17.97924
8374,59031,7977.4151,15268.51283,105.3554,1031.1502,10.82371,20.75857,11.32985
8377,59035,15050.16873,14078.13717,118.96514,1118.99175,20.80517,27.35671,16.50806
8378,59043,19460.12252,13863.21221,89.26028,583.91298,18.83347,30.44376,20.74188
8379,59048,8315.7333,20727.39232,114.94847,1082.20858,10.68158,24.59681,14.57133
8380,59049,8362.32374,20696.72602,145.1279,987.79647,12.96558,26.38116,25.77633
8381,59050,8391.17301,20731.81481,120.47906,1121.82801,14.19326,23.58976,14.72634
8382,59050,22218.79609,15033.64493,155.86459,1080.46312,9.56451,25.49487,26.09963
8383,59052,12555.97729,20362.85659,230.15765,1903.71122,7.37428,32.27799,39.30131
8386,59058,18514.47104,2476.73049,202.33099,1127.78183,14.01972,31.38694,50.02079
8387,59061,21320.38469,12712.51565,102.48679,935.2684,15.07771,27.41569,15.14088
8388,59074,11407.81437,12903.99979,146.68646,1662.56327,14.33287,32.70787,19.41607
8389,59075,10837.38197,12642.01397,211.39272,3787.79094,19.93958,39.58608,20.69682
8390,59083,12247.02493,18874.79981,154.37812,1470.61555,11.28329,26.45402,19.69912
8391,59087,17231.62014,18528.90173,105.118,770.50016,18.30226,30.00798,20.72492
8392,59093,9199.38527,18692.69594,230.05234,2064.01878,9.61863,33.69251,37.80116
8394,59104,17751.39082,15638.69427,127.44723,1062.07985,15.50977,30.175,21.50972
8395,59113,3946.60378,21508.84953,98.23869,891.00776,15.08692,26.97522,14.53681
8396,59119,9326.70872,18045.84325,136.30437,854.31703,22.16554,33.43998,33.18019
8397,59120,9724.87719,18150.04355,199.01941,1666.90879,8.22503,27.60481,29.17721
8398,59134,12955.61895,2856.44947,122.92756,880.24979,13.04194,29.9629,24.02395
8399,59134,13588.70161,18992.67118,143.29647,665.2427,22.7677,28.68307,40.13906
8400,59142,21282.00288,16475.22807,229.4702,2036.47599,4.38899,28.51457,32.456
8401,59145,21023.35262,15895.24227,203.99754,1868.34551,18.53552,33.97861,33.37644
8402,59152,21140.62599,16395.25218,90.86284,707.26129,17.93643,25.64231,15.17274
8403,59154,21583.02759,16642.90621,92.52469,726.90867,14.22646,27.08295,16.01184
8404,59159,21591.48909,16771.36854,171.53353,1630.14113,5.86737,23.96431,19.77242
8405,59163,21522.21391,16741.76506,145.5755,2054.28856,15.62679,28.15946,13.61124
8406,59164,21288.72591,16586.3199,124.50863,819.93766,23.03325,32.97535,28.86933
8407,59165,10825.21717,10218.07089,154.94738,1015.7226,11.92393,27.84965,29.80984
8408,59165,21249.22258,16537.37415,162.60726,2048.3256,12.10836,32.37959,19.00508
8409,59167,21495.55721,16179.87496,171.78708,1239.42894,15.16176,33.97873,36.03504
8410,59168,13669.48307,18731.61019,107.79361,1117.16361,15.00985,25.17906,12.92136
8411,59168,21252.99343,15889.87661,107.90821,459.37726,30.41845,29.86099,35.78785
8412,59168,22389.80849,7663.65847,147.3013,1029.58782,10.80778,26.19279,25.27522
8413,59169,21264.12808,15965.12063,150.50197,1572.24135,14.55978,32.65296,21.45782
8414,59170,21234.73837,15963.89515,155.10793,1710.55645,9.66202,28.63808,18.48859
8415,59171,13531.66203,19408.72763,95.13533,568.53174,21.59862,30.75034,23.95747
8416,59171,21307.89225,16200.1272,182.02612,1241.47489,16.12084,34.47858,40.72813
8417,59172,21691.38598,16317.09445,87.5052,847.8551,12.42417,24.17192,11.40751
8418,59188,15793.19286,10605.35347,163.43545,1256.3395,12.07809,30.99102,29.62786
8419,59189,15863.01568,10666.69433,130.49985,1822.48201,13.86004,34.03854,14.90619
8420,59190,15816.11306,10611.93715,161.40043,1491.95256,7.44295,28.11731,22.32281
8421,59191,15789.02465,10615.13091,117.09303,1073.64108,20.70028,26.67898,16.32201
8422,59192,15816.03388,10664.33808,143.04323,1564.76076,12.50726,25.33205,15.52954
8423,59193,15808.72007,10678.32148,192.6824,3365.04565,17.52867,45.03142,22.03904
8424,59194,14462.91438,18832.44025,107.7393,871.18169,17.5098,24.69965,16.06365
8425,59194,15798.53692,10681.11948,171.73296,5950.27875,20.12383,41.44774,9.47122
8427,59200,14696.98859,11776.71361,178.43331,1569.71434,9.5739,30.33002,27.53318
8428,59201,10849.09432,10811.72612,110.8396,771.95396,16.86808,25.59407,19.57617
8429,59201,14628.03315,20276.2363,118.51601,1062.28274,11.46212,22.54041,14.46901
8430,59202,14649.77737,20388.57897,94.65692,734.57823,18.6198,23.87674,14.69791
8431,59204,14647.42089,20305.42084,111.88711,758.86816,19.74344,29.99115,23.469
8432,59212,12596.66357,20649.95417,199.82472,1884.68117,7.73146,29.62425,27.89418
8433,59218,12345.91559,20399.88659,168.1071,1065.88216,12.29659,25.68606,30.66207
8434,59222,11941.72128,19833.81576,121.04044,801.90409,16.80976,32.43426,27.58911
8435,59222,16025.53607,802.60462,154.70183,1968.96681,17.71298,38.12921,21.00885
8436,59223,15935.68512,839.23842,162.53368,1857.79876,20.457,36.13554,23.16457
8437,59226,12035.18189,19075.53826,154.0108,1276.61864,15.14686,31.4286,26.45722
8439,59229,19422.66727,14042.49312,185.6224,1342.14519,12.55952,33.35917,37.91441
8441,59231,12065.85687,19905.00304,117.70262,1963.36176,15.6258,27.44037,9.5489
8442,59233,12481.37525,1300.81149,166.36545,1382.51402,11.07144,26.92934,24.41569
8443,59234,12326.21114,19877.72135,159.62219,1993.61785,11.96547,34.6529,20.09395
8444,59236,15824.35894,16277.51285,94.19071,819.54954,11.2114,22.2505,12.35902
8445,59236,20711.26726,5246.27221,92.18287,924.02039,18.54626,26.26317,12.32442
8446,59239,12582.93218,20473.10484,122.8392,1124.9109,13.27082,27.28142,17.34189
8447,59241,12172.77532,20753.77448,159.86756,1286.06415,17.29321,30.42812,27.30466
8448,59243,15252.25974,16378.80769,95.58961,636.87492,18.44828,26.7558,18.99547
8449,59244,15390.62753,16661.18719,108.52569,1007.82274,12.62919,27.77187,15.74761
8450,59248,9960.06807,11808.41547,211.62414,2961.45721,17.47921,31.13687,20.99543
8451,59248,14961.69215,11642.85157,120.43439,550.59812,27.74014,31.01172,37.8615
8452,59249,9164.56211,10335.49864,171.12576,1619.71244,25.28828,32.94821,26.7114
8453,59254,13058.98465,20232.56173,160.92812,1214.04635,16.95493,33.54273,32.11314
8455,59256,15930.35374,12199.57579,246.67522,1809.09258,6.80746,31.55421,46.21425
8456,59257,13138.87531,19152.94743,139.62273,1871.50462,17.75119,35.90058,17.25863
8457,59258,13038.23811,18992.16321,191.17199,1838.69707,17.4976,32.37654,28.60185
8458,59259,13045.47871,19561.18786,171.58168,1208.76931,21.65538,29.55656,32.21705
8459,59261,12899.17006,19605.52681,104.94399,1145.80439,17.5016,23.08109,11.1755
8460,59262,12820.36174,19299.73806,125.79514,761.32116,20.59592,28.15775,27.2007
8461,59274,3745.49974,9675.88075,174.15852,1026.42447,15.54956,26.22374,34.67606
8462,59278,12376.07016,18122.24813,105.49947,1735.86203,16.11855,24.07698,7.97103
8463,59279,12369.35318,18130.82552,152.54724,1042.77246,9.18201,20.71151,21.40463
8464,59286,15158.28447,11932.33432,155.11375,958.47966,17.46767,27.91348,31.68061
8465,59292,15898.65174,16062.31554,165.51609,1028.72581,17.06757,32.15258,38.24825
8466,59296,16458.05599,15723.97187,232.1487,1064.00236,22.69657,32.37402,71.21556
8468,59314,7826.52823,4410.71391,84.85995,552.19871,18.16169,24.82656,16.66154
8469,59322,16192.22409,16084.50158,154.9172,1249.43597,16.3291,27.54984,24.10857
8470,59322,16551.15435,14207.50058,191.32344,885.43963,20.16055,29.44792,53.62164
8471,59323,12660.2386,16988.50013,86.26625,782.25633,13.49409,20.68241,10.51739
8472,59323,16351.62527,14379.01573,155.72005,1113.13536,17.51723,27.61702,27.29746
8473,59325,12532.19797,17032.60166,117.02052,950.24901,11.06776,21.54407,15.10431
8474,59326,12584.70568,17042.29314,193.10893,2033.48094,8.99167,39.17543,31.73446
8475,59333,2699.72681,13254.3133,121.76693,966.85357,12.77584,25.70977,18.69566
8476,59359,14735.36859,2552.27605,94.34383,643.55307,18.10099,27.83979,19.07917
8477,59368,10456.39216,12371.75954,199.226,1919.12246,13.61707,30.05437,27.62662
8478,59371,15685.20382,22218.97083,171.02135,933.18987,17.63558,30.0622,41.96145
8479,59381,13343.46131,16840.03284,167.70379,1852.81606,17.45818,33.61072,22.98636
8480,59382,13508.27754,17070.6195,149.31322,979.32738,14.31495,28.36172,29.34164
8481,59385,5679.769,19102.13327,142.11627,1523.23871,15.19941,30.86741,18.88926
8482,59390,8818.67952,13870.43741,184.86155,812.66274,27.2366,38.82563,71.67611
8483,59397,5997.01468,19462.39025,101.75732,779.49594,13.97522,23.57567,15.52161
8486,59430,14101.41643,16412.02959,181.40877,1619.14103,19.42476,38.47542,34.64694
8487,59451,6587.23112,20879.23347,99.71796,733.02116,12.81632,21.32224,14.53644
8488,59452,11092.38408,18180.39404,111.47685,831.804,17.77331,26.51423,19.01415
8489,59459,22417.0623,17361.53466,155.283,769.9023,21.08402,34.49544,48.32374
8491,59467,22670.51134,17623.49316,106.63307,975.08514,20.80946,28.21438,15.99368
8492,59472,12441.10072,18115.01937,162.22981,1670.01885,10.3944,29.72913,21.2881
8493,59500,14527.59184,2442.54488,117.68822,659.16786,20.04191,28.55838,28.13012
8494,59503,15518.42673,12525.78178,76.70554,596.25364,24.94257,29.94129,15.59867
8495,59526,19097.23801,16135.35023,174.65837,1054.61601,14.93883,33.02415,42.40659
8496,59531,10515.78153,18705.82566,135.23817,872.18303,13.1422,25.7096,24.94741
8497,59553,13383.03868,19602.04111,209.32619,1703.1997,10.76359,34.19303,38.64276
8498,59556,13870.47751,16739.21534,230.7746,2446.42182,10.28229,36.72168,34.96907
8499,59558,7620.82805,4697.52206,154.09536,1198.62588,17.31045,32.10652,28.74798
8500,59563,20591.47032,14778.61216,202.20522,1357.04319,11.36181,26.50564,35.36682
8503,59590,8710.36904,19056.5379,216.20575,2128.80777,24.88137,37.66719,36.25615
8504,59598,7185.99985,10145.9942,126.11719,917.90865,15.55604,27.2323,22.08004
8505,59605,16457.50686,18177.85758,121.78696,1105.73642,15.2334,28.13804,17.86459
8506,59608,16856.81624,18397.29124,126.40061,868.75701,12.96098,26.17451,22.53159
8507,59610,17149.09693,18300.69133,123.34638,935.69264,18.2689,26.88619,20.57894
8509,59620,15829.56972,16549.33885,93.29929,708.07118,15.83687,22.13283,13.88828
8511,59626,14740.38874,2517.41187,111.54965,962.56091,15.67234,26.84842,16.73817
8512,59628,14641.39868,2340.22364,110.86342,765.48779,17.03702,33.37313,25.33779
8513,59633,22901.24355,20389.31206,138.86668,919.18089,16.4306,27.26455,26.29948
8514,59639,18009.04546,18304.59115,152.17944,978.80124,15.34923,26.08216,28.08338
8515,59642,23263.88919,18992.0517,173.82766,1245.87833,8.00442,29.22408,31.7073
8516,59643,17857.34725,18071.5116,110.31957,854.08305,19.45499,26.99081,18.50236
8517,59651,22928.9633,19418.63109,128.99472,1672.53753,16.20124,31.26929,14.66208
8518,59653,22388.35343,19486.48139,108.99041,1033.3172,16.84371,34.62355,19.00596
8519,59663,22401.22902,19350.97534,91.32363,534.26679,20.07039,28.10043,21.79796
8521,59669,7978.76994,10383.53809,130.69487,874.14835,16.67605,27.75494,25.14072
8522,59674,7972.04837,11037.9921,116.26055,1459.12842,18.03095,32.51458,14.40004
8523,59691,11756.64681,17154.18021,249.37565,1964.88752,0.0,27.75419,38.42797
8525,59697,16029.74958,10228.04363,231.28826,1398.83511,16.34694,30.04224,50.13548
8526,59699,15989.8601,10346.31125,203.07146,1585.55894,22.99142,35.46187,40.53256
8528,59700,15988.31718,10464.08631,160.28188,1075.45493,18.7936,29.28226,31.50257
8529,59703,14673.05732,2376.88072,233.54802,1735.76557,7.35297,26.8283,37.02851
8530,59710,7674.41887,5380.2702,201.66441,1430.52263,10.33784,31.03961,38.89854
8531,59720,9289.24248,16352.28658,107.92074,1118.93768,17.11706,31.56035,15.8646
8532,59728,13465.84068,10152.16545,100.98349,1145.82937,15.85225,25.8001,11.53917
8533,59734,9180.46301,16755.06501,228.77567,2026.41974,6.49098,32.00142,36.23035
8534,59736,13736.28264,2247.55991,169.87377,4050.41597,13.26269,37.31947,12.18436
8535,59737,13217.17983,2436.20303,133.59587,2752.42081,22.28785,34.40874,10.5861
8537,59739,13248.976,2562.65935,192.68892,3723.78796,21.18143,41.80603,18.59411
8538,59740,13561.27747,2534.69135,168.4995,2683.04123,23.46616,45.01127,21.3433
8539,59752,15477.32541,8284.56124,180.7894,1319.69569,7.19193,29.08838,32.1316
8540,59764,17615.53403,13278.86437,133.88611,1008.41563,12.66084,28.80776,23.68133
8541,59765,7713.32089,4516.52823,137.62182,1446.13344,20.20021,31.74459,19.22893
8542,59772,14889.40908,1979.32386,97.65175,709.52917,15.82013,25.76102,17.15074
8543,59779,14593.27808,1640.49892,149.63689,1444.89006,13.19271,32.13236,22.70094
8545,59783,14776.84904,1298.87967,196.23883,1318.86692,10.33835,27.01821,34.9917
8546,59784,14759.06457,992.36998,140.2168,843.34654,24.49863,36.85954,38.91748
8547,59790,20296.77122,3367.63256,133.24268,1758.68838,24.55962,36.7173,17.19169
8548,59798,6843.3199,19644.8411,165.24023,1209.63989,15.77255,31.27427,31.66304
8549,59804,11510.96582,6358.21466,189.35422,1035.2328,17.64,27.89014,42.75119
8550,59806,11575.94779,6427.89991,95.85659,700.04991,18.68917,25.33811,16.58159
8551,59813,8156.83783,21791.21871,118.09076,800.8171,19.62687,28.97738,23.74135
8552,59815,7822.45136,15249.6664,82.61893,623.34116,17.99721,26.20285,14.92178
8553,59820,8499.78607,15245.15095,96.22855,1005.84724,18.51591,26.10815,12.15608
8554,59822,8484.75856,16172.38555,204.00773,4701.32492,25.38473,41.30909,16.32251
8555,59855,11413.01778,7986.56274,100.89853,573.5862,21.27362,26.56665,22.91125
8556,59860,20275.75635,3399.78142,105.87185,853.27244,15.02081,25.78937,16.53296
8557,59864,4722.27538,19037.49326,207.89913,1213.89369,14.26115,29.41235,46.00498
8558,59868,22555.19465,21456.94639,137.59795,1005.77905,12.20613,23.59002,20.70658
8559,59875,17379.64004,13414.58701,114.20167,780.10919,14.14372,23.98239,19.23697
8560,59889,12246.36245,18091.27269,91.49164,838.74612,16.35392,28.20354,14.22148
8564,59908,23019.25061,20748.64404,97.31172,653.97474,20.67961,31.01954,21.91939
8565,59915,23020.8475,20665.13923,152.15761,780.08179,25.39773,33.47097,44.58169
8566,59920,1817.90964,7601.53025,142.89495,1059.69874,18.29934,26.75728,23.71504
8567,59921,1762.63272,7618.44567,172.65187,1233.73886,8.1282,28.10627,30.44938
8568,59924,19353.00644,4925.5634,204.53524,1436.48585,6.15126,28.3149,36.42456
8569,59926,14505.8358,2382.85961,122.63176,650.15862,17.26277,27.39999,29.52087
8570,59929,14587.43152,2466.75541,125.98162,831.42089,20.79746,29.65985,26.29613
